Data,Hora,Tipo de ordem,Quantidade,Moeda,Quantidade USDT,Preco de compra,Preco de venda,Lucro/prejuizo,Variacao,Intervalo,Taxa de negociacao,Saldo USDT,Saldo final
2024-02-22,01:05:15,Compra,7.527853056308341,ARKMUSDT,10,1.3284,,,10.56,00:30:00,0.0,83.28,103.51
2024-02-22,02:40:15,Venda,7.527853056308341,ARKMUSDT,10.18,1.3284,1.3523,0.17999999999999972,1.77,01:35:00,0.0,93.46,103.71
2024-02-22,02:45:15,Venda,580.7200929152149,SCUSDT,10.14,0.01722,0.017461,0.14000000000000057,1.38,04:09:59,0.0,103.6,103.6
2024-02-22,02:45:18,Compra,47.50593824228029,PLAUSDT,10,0.2105,,,23.04,00:05:00,0.0,93.6,103.6
2024-02-22,02:55:17,Venda,47.50593824228029,PLAUSDT,9.6,0.2105,0.2021,-0.40000000000000036,-4.16,00:09:59,0.0,103.2,103.2
2024-02-22,03:40:16,Compra,1.1947431302270013,WLDUSDT,10,8.37,,,10.88,01:00:01,0.0,93.2,103.2
2024-02-22,04:15:15,Compra,29.07822041291073,CTSIUSDT,10,0.3439,,,11.60,00:30:00,0.0,83.2,103.02000000000001
2024-02-22,04:20:17,Compra,554.016620498615,JASMYUSDT,10,0.01805,,,10.33,00:30:00,0.0,73.2,103.30000000000001
2024-02-22,04:35:16,Venda,29.07822041291073,CTSIUSDT,9.8,0.3439,0.337,-0.1999999999999993,-2.05,00:20:01,0.0,83.0,102.92
2024-02-22,05:05:16,Venda,554.016620498615,JASMYUSDT,9.89,0.01805,0.01786,-0.10999999999999943,-1.06,00:44:59,0.0,92.89,102.87
2024-02-22,05:05:19,Compra,47.52851711026616,PLAUSDT,10,0.2104,,,10.79,01:00:00,0.0,82.89,102.84
2024-02-22,05:20:16,Venda,47.52851711026616,PLAUSDT,9.26,0.2104,0.1948,-0.7400000000000002,-8.01,00:14:57,0.0,92.15,102.08000000000001
2024-02-22,05:35:16,Venda,1.1947431302270013,WLDUSDT,9.74,8.37,8.149,-0.2599999999999998,-2.71,01:55:00,0.0,101.89,101.89
2024-02-22,06:50:16,Compra,11977.482333213558,SPELLUSDT,10,0.0008349,,,13.93,00:30:00,0.0,91.89,101.89
2024-02-22,07:25:15,Venda,11977.482333213558,SPELLUSDT,11.97,0.0008349,0.0009993,1.9700000000000006,16.45,00:34:59,0.0,103.86,103.86
2024-02-22,07:25:18,Compra,31065.548306927616,EPXUSDT,10,0.0003219,,,19.88,00:04:59,0.0,93.86,103.86
2024-02-22,07:40:16,Venda,31065.548306927616,EPXUSDT,10.08,0.0003219,0.0003246,0.08000000000000007,0.83,00:14:58,0.0,103.94,103.94
