Data,Hora,Tipo de ordem,Quantidade,Moeda,Quantidade USDT,Preco de compra,Preco de venda,Lucro/prejuizo,Variacao,Intervalo,Taxa de negociacao,Saldo USDT,Saldo final
2024-02-20,00:58:15,Compra,1122.0825852782766,JASMYUSDT,10,0.008912,,,8.25,01:00:00,0.0,17.92,27.92
2024-02-20,01:02:14,Compra,34.118048447628794,GLMUSDT,10,0.2931,,,8.70,01:00:00,0.0,7.92,27.85
2024-02-20,01:08:14,Venda,34.118048447628794,GLMUSDT,9.68,0.2931,0.2837,-0.3200000000000003,-3.31,00:06:00,0.0,17.6,27.71
2024-02-20,01:32:14,Venda,1122.0825852782766,JASMYUSDT,10.48,0.008912,0.009338,0.47999999999999865,4.56,00:33:59,0.0,28.08,28.08
2024-02-20,01:38:15,Compra,75.13148009015778,ATAUSDT,10,0.1331,,,8.87,01:00:00,0.0,18.08,28.08
2024-02-20,01:42:14,Venda,75.13148009015778,ATAUSDT,9.74,0.1331,0.1296,-0.2599999999999998,-2.70,00:03:59,0.0,27.82,27.82
2024-02-20,02:48:15,Compra,395.7261574990107,ACHUSDT,10,0.02527,,,9.81,01:00:00,0.0,17.82,27.82
2024-02-20,02:56:14,Venda,395.7261574990107,ACHUSDT,9.78,0.02527,0.02472,-0.22000000000000064,-2.22,00:07:59,0.0,27.6,27.6
2024-02-20,03:32:14,Compra,33.13452617627568,GLMUSDT,10,0.3018,,,9.38,00:29:59,0.0,17.6,27.6
2024-02-20,03:42:14,Venda,33.13452617627568,GLMUSDT,9.86,0.3018,0.2977,-0.14000000000000057,-1.38,00:10:00,0.0,27.46,27.46
2024-02-20,04:48:14,Compra,0.06860122110173561,TRBUSDT,10,145.77,,,9.97,01:00:00,0.0,17.46,27.46
2024-02-20,05:00:16,Venda,0.06860122110173561,TRBUSDT,9.67,145.77,140.89,-0.33000000000000007,-3.46,00:12:02,0.0,27.13,27.13
2024-02-20,06:44:14,Compra,31.29890453834116,GLMUSDT,10,0.3195,,,9.33,01:00:00,0.0,17.13,27.13
2024-02-20,06:56:15,Venda,31.29890453834116,GLMUSDT,10.16,0.3195,0.3246,0.16000000000000014,1.57,00:12:01,0.0,27.29,27.29
2024-02-20,07:34:15,Compra,18.34862385321101,SCRTUSDT,10,0.545,,,11.87,01:00:00,0.0,17.29,27.29
2024-02-20,07:42:18,Venda,18.34862385321101,SCRTUSDT,9.72,0.545,0.5296,-0.27999999999999936,-2.91,00:08:03,0.0,27.01,27.01
2024-02-20,07:54:17,Compra,2.6136957658128592,RLCUSDT,10,3.826,,,10.56,00:10:01,0.0,17.01,27.01
2024-02-20,07:56:15,Compra,19.993202311214187,ALTUSDT,10,0.50017,,,11.27,01:00:00,0.0,7.01,26.83
2024-02-20,08:02:15,Venda,19.993202311214187,ALTUSDT,9.77,0.50017,0.48873,-0.23000000000000043,-2.34,00:06:00,0.0,16.78,26.910000000000004
2024-02-20,08:16:15,Venda,2.6136957658128592,RLCUSDT,10.16,3.826,3.887,0.16000000000000014,1.57,00:21:58,0.0,26.94,26.94
2024-02-20,08:20:17,Compra,979.5278675678323,JASMYUSDT,10,0.010209,,,10.84,00:59:59,0.0,16.94,26.94
2024-02-20,08:22:19,Venda,979.5278675678323,JASMYUSDT,9.78,0.010209,0.009981,-0.22000000000000064,-2.28,00:02:02,0.0,26.72,26.72
