Data,Hora,Tipo de ordem,Quantidade,Moeda,Quantidade USDT,Preco de compra,Preco de venda,Lucro/prejuizo,Variacao,Intervalo,Taxa de negociacao,Saldo USDT,Saldo final
2024-02-01,15:22:50,Compra,2056.7667626491157,PONDUSDT,50.0,0.02431,,,6.54,01:58:33,0.0,950.0,1000.0
2024-02-01,15:22:53,Compra,1779.99288002848,PEOPLEUSDT,50.0,0.02809,,,6.69,02:23:34,0.0,900.0,1000.0
2024-02-01,15:27:14,Compra,112.64080100125156,UFTUSDT,45.0,0.3995,,,5.81,02:02:00,0.0,855.0,999.62
2024-02-01,15:30:14,Compra,21.623672230652502,ERNUSDT,42.75,1.977,,,5.01,00:18:00,0.0,812.25,1000.13
2024-02-01,15:38:14,Compra,5.68369489153254,PROMUSDT,40.61,7.145,,,5.19,02:22:00,0.0,771.64,997.6800000000001
2024-02-01,15:50:20,Venda,5.68369489153254,PROMUSDT,39.0,7.145,6.861,-1.6099999999999994,-4.14,00:12:06,0.0,810.64,997.14
2024-02-01,16:20:13,Compra,73.35746606334843,PROSUSDT,40.53,0.5525,,,5.63,00:28:59,0.0,770.11,997.0
2024-02-01,19:20:14,Venda,2056.7667626491157,PONDUSDT,47.06,0.02431,0.02288,-2.9399999999999977,-6.25,03:57:24,0.0,817.17,991.67
2024-02-01,20:05:13,Compra,95.00116252034411,DIAUSDT,40.86,0.4301,,,5.77,01:00:00,0.0,776.31,991.3599999999999
2024-02-01,20:20:14,Venda,112.64080100125156,UFTUSDT,45.05,0.3995,0.3999,0.04999999999999716,0.10,04:53:00,0.0,821.36,992.51
2024-02-01,20:25:14,Compra,84.24615384615385,CTXCUSDT,41.07,0.4875,,,5.66,01:00:00,0.0,780.29,992.4699999999999
2024-02-01,22:00:13,Compra,147.93325748957147,DUSKUSDT,39.01,0.2637,,,6.03,01:00:00,0.0,741.28,991.21
2024-02-01,22:40:14,Compra,102.22038339539375,ALTUSDT,37.06,0.36255,,,5.74,01:00:00,0.0,704.22,991.61
2024-02-01,22:45:14,Compra,18.406607768309897,FTTUSDT,35.21,1.9129,,,6.03,01:00:00,0.0,669.01,991.41
2024-02-01,23:20:14,Compra,43.49804941482445,SYNUSDT,33.45,0.769,,,5.02,01:00:00,0.0,635.56,991.3699999999999
