Data,Hora,Tipo de ordem,Quantidade,Moeda,Quantidade USDT,Preco de compra,Preco de venda,Lucro/prejuizo,Variacao,Intervalo,Taxa de negociacao,Saldo USDT,Saldo final
2024-02-20,09:57:17,Compra,3.1565656565656566,PORTOUSDT,10,3.168,,,10.26,01:00:01,0.0,20.0,30.0
2024-02-20,10:03:17,Venda,3.1565656565656566,PORTOUSDT,9.7,3.168,3.072,-0.3000000000000007,-3.13,00:06:00,0.0,29.7,29.7
2024-02-20,10:05:17,Compra,2.3419203747072603,STRKUSDT,10,4.27,,,14.45,00:03:59,0.0,19.7,29.7
2024-02-20,10:07:17,Venda,2.3419203747072603,STRKUSDT,9.35,4.27,3.993,-0.6500000000000004,-6.94,00:02:00,0.0,29.05,29.05
