Data,Hora,Tipo de ordem,Quantidade,Moeda,Quantidade USDT,Preco de compra,Preco de venda,Lucro/prejuizo,Variacao,Intervalo,Taxa de negociacao,Saldo USDT,Saldo final
2024-02-04,01:16:15,Compra,300.4530353367563,OMUSDT,49.74,0.16555,,,9.77,01:00:00,0.0,945.1,994.84
2024-02-04,02:06:15,Venda,300.4530353367563,OMUSDT,52.05,0.16555,0.17324,2.309999999999995,4.44,00:50:00,0.0,997.15,997.15
2024-02-04,14:21:13,Compra,2.8837478311162523,DCRUSDT,49.86,17.29,,,11.45,00:09:59,0.0,947.29,997.15
2024-02-04,14:51:16,Venda,2.8837478311162523,DCRUSDT,47.47,17.29,16.46,-2.3900000000000006,-5.04,00:30:03,0.0,994.76,994.76
2024-02-04,14:56:13,Compra,187.20361309747838,DREPUSDT,49.74,0.2657,,,11.63,00:09:59,0.0,945.02,994.76
2024-02-04,15:01:15,Venda,187.20361309747838,DREPUSDT,47.06,0.2657,0.2514,-2.6799999999999997,-5.69,00:05:02,0.0,992.08,992.08
2024-02-04,16:56:16,Compra,290.72152863255377,OMUSDT,49.6,0.17061,,,10.50,00:30:01,0.0,942.48,992.08
2024-02-04,17:36:15,Compra,758.7761674718196,VANRYUSDT,47.12,0.0621,,,10.39,01:00:00,0.0,895.36,994.15
2024-02-04,18:16:15,Venda,758.7761674718196,VANRYUSDT,44.87,0.0621,0.05913,-2.25,-5.02,00:40:00,0.0,940.23,992.71
2024-02-04,18:31:14,Venda,290.72152863255377,OMUSDT,51.67,0.17061,0.17773,2.0700000000000003,4.01,01:34:58,0.0,991.9,991.9
